model	benchmark	context_tokens	context_label	task_id	repository	control_resolved	treatment_resolved	control_f2p_passed	control_f2p_total	control_f2p_fraction	treatment_f2p_passed	treatment_f2p_total	treatment_f2p_fraction	f2p_difference
Qwen3.6-35B-A3B	FeatureBench	262144	large window	143	mwaskom/seaborn	0	0	3	16	0.1875	0	16	0	-0.1875
Qwen3.6-35B-A3B	FeatureBench	262144	large window	144	mwaskom/seaborn	0	0	0	90	0	45	202	0.222772277228	0.222772277228
Qwen3.6-35B-A3B	FeatureBench	262144	large window	145	mwaskom/seaborn	0	0	4	103	0.0388349514563	0	101	0	-0.0388349514563
Qwen3.6-35B-A3B	FeatureBench	262144	large window	146	mwaskom/seaborn	0	0	0	29	0	10	29	0.344827586207	0.344827586207
Qwen3.6-35B-A3B	FeatureBench	262144	large window	147	mwaskom/seaborn	0	0	25	69	0.36231884058	48	69	0.695652173913	0.333333333333
Qwen3.6-35B-A3B	FeatureBench	262144	large window	148	mwaskom/seaborn	0	0	17	52	0.326923076923	26	52	0.5	0.173076923077
Qwen3.6-35B-A3B	FeatureBench	262144	large window	149	mwaskom/seaborn	0	0	1	258	0.00387596899225	1	258	0.00387596899225	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	150	mwaskom/seaborn	0	0	6	13	0.461538461538	10	13	0.769230769231	0.307692307692
Qwen3.6-35B-A3B	FeatureBench	262144	large window	151	scikit-learn/scikit-learn	0	0	39	39	1	35	39	0.897435897436	-0.102564102564
Qwen3.6-35B-A3B	FeatureBench	262144	large window	152	scikit-learn/scikit-learn	0	0	7	10	0.7	0	5	0	-0.7
Qwen3.6-35B-A3B	FeatureBench	262144	large window	153	scikit-learn/scikit-learn	0	0	0	2	0	61	218	0.279816513761	0.279816513761
Qwen3.6-35B-A3B	FeatureBench	262144	large window	154	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	155	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	156	huggingface/transformers	0	0	42	98	0.428571428571	33	98	0.336734693878	-0.0918367346939
Qwen3.6-35B-A3B	FeatureBench	262144	large window	157	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	158	huggingface/transformers	0	0	68	69	0.985507246377	0	1	0	-0.985507246377
Qwen3.6-35B-A3B	FeatureBench	262144	large window	159	huggingface/transformers	0	0	0	18	0	3	14	0.214285714286	0.214285714286
Qwen3.6-35B-A3B	FeatureBench	262144	large window	160	huggingface/transformers	0	0	7	67	0.10447761194	7	67	0.10447761194	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	161	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	162	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	163	huggingface/transformers	0	0	37	39	0.948717948718	0	13	0	-0.948717948718
Qwen3.6-35B-A3B	FeatureBench	262144	large window	164	huggingface/transformers	0	0	8	13	0.615384615385	8	13	0.615384615385	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	165	huggingface/transformers	0	0	0	55	0	0	55	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	166	huggingface/transformers	0	0	0	18	0	4	9	0.444444444444	0.444444444444
Qwen3.6-35B-A3B	FeatureBench	262144	large window	167	huggingface/transformers	0	0	0	21	0	0	21	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	168	huggingface/transformers	0	0	0	14	0	8	9	0.888888888889	0.888888888889
Qwen3.6-35B-A3B	FeatureBench	262144	large window	169	huggingface/transformers	0	0	2	11	0.181818181818	2	11	0.181818181818	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	170	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	171	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	172	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	173	huggingface/transformers	1	0	41	41	1	0	1	0	-1
Qwen3.6-35B-A3B	FeatureBench	262144	large window	174	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	175	huggingface/transformers	0	0	27	41	0.658536585366	27	41	0.658536585366	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	176	huggingface/transformers	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	177	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	178	huggingface/transformers	0	0	2	15	0.133333333333	0	18	0	-0.133333333333
Qwen3.6-35B-A3B	FeatureBench	262144	large window	179	huggingface/transformers	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	180	huggingface/transformers	0	0	0	18	0	0	18	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	181	huggingface/transformers	0	0	90	91	0.989010989011	90	91	0.989010989011	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	182	huggingface/transformers	0	0	39	40	0.975	0	1	0	-0.975
Qwen3.6-35B-A3B	FeatureBench	262144	large window	183	huggingface/transformers	0	0	2	30	0.0666666666667	4	29	0.137931034483	0.0712643678161
Qwen3.6-35B-A3B	FeatureBench	262144	large window	184	huggingface/transformers	0	0	0	35	0	0	35	0	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	185	huggingface/transformers	0	0	0	20	0	33	65	0.507692307692	0.507692307692
Qwen3.6-35B-A3B	FeatureBench	262144	large window	186	huggingface/transformers	0	0	3	10	0.3	3	10	0.3	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	187	sphinx-doc/sphinx	0	0	17	64	0.265625	17	64	0.265625	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	188	sphinx-doc/sphinx	0	0	0	35	0	23	35	0.657142857143	0.657142857143
Qwen3.6-35B-A3B	FeatureBench	262144	large window	189	sphinx-doc/sphinx	0	0	0	24	0	10	28	0.357142857143	0.357142857143
Qwen3.6-35B-A3B	FeatureBench	262144	large window	190	sphinx-doc/sphinx	0	0	0	13	0	1	13	0.0769230769231	0.0769230769231
Qwen3.6-35B-A3B	FeatureBench	262144	large window	191	sphinx-doc/sphinx	0	0	1	45	0.0222222222222	1	45	0.0222222222222	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	192	sphinx-doc/sphinx	0	0	0	9	0	14	27	0.518518518519	0.518518518519
Qwen3.6-35B-A3B	FeatureBench	262144	large window	193	sphinx-doc/sphinx	0	0	1	11	0.0909090909091	1	11	0.0909090909091	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	194	sphinx-doc/sphinx	0	0	44	51	0.862745098039	41	51	0.803921568627	-0.0588235294118
Qwen3.6-35B-A3B	FeatureBench	262144	large window	195	sphinx-doc/sphinx	0	0	2	27	0.0740740740741	2	27	0.0740740740741	0
Qwen3.6-35B-A3B	FeatureBench	262144	large window	196	sphinx-doc/sphinx	0	0	2	10	0.2	2	10	0.2	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	004	astropy/astropy	0	0	0	0	0	0	4	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	006	astropy/astropy	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	007	astropy/astropy	0	0	0	0	0	12	20	0.6	0.6
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	008	astropy/astropy	0	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	009	astropy/astropy	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	013	astropy/astropy	0	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	021	astropy/astropy	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	023	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	024	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	030	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	031	django/django	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	035	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	037	django/django	0	1	0	0	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	040	django/django	1	1	2	2	1	2	2	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	041	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	043	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	048	django/django	0	0	0	0	0	4	6	0.666666666667	0.666666666667
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	049	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	054	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	055	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	059	django/django	1	0	1	1	1	0	0	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	062	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	066	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	068	django/django	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	083	django/django	0	0	0	0	0	1	3	0.333333333333	0.333333333333
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	086	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	089	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	092	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	096	django/django	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	100	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	104	django/django	0	0	2	5	0.4	0	0	0	-0.4
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	105	django/django	1	0	9	9	1	0	9	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	107	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	110	django/django	0	0	0	2	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	113	django/django	1	1	3	3	1	3	3	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	116	django/django	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	121	django/django	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	123	django/django	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	131	django/django	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	140	django/django	1	0	2	2	1	0	2	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	141	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	144	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	149	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	152	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	161	django/django	0	1	2	3	0.666666666667	3	3	1	0.333333333333
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	164	django/django	0	0	2	2	1	0	0	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	166	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	171	django/django	0	0	0	0	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	175	django/django	1	0	3	3	1	1	3	0.333333333333	-0.666666666667
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	176	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	177	django/django	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	181	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	182	django/django	0	1	0	0	0	3	3	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	183	django/django	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	184	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	194	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	196	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	197	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	199	django/django	0	0	0	2	0	1	2	0.5	0.5
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	202	django/django	0	0	1	2	0.5	1	2	0.5	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	203	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	205	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	212	django/django	0	0	0	4	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	213	django/django	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	215	django/django	0	0	0	2	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	223	django/django	0	0	6	9	0.666666666667	0	9	0	-0.666666666667
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	233	django/django	0	0	7	8	0.875	5	8	0.625	-0.25
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	235	django/django	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	237	django/django	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	239	django/django	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	242	django/django	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	243	django/django	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	244	django/django	0	0	2	4	0.5	2	4	0.5	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	246	django/django	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	248	django/django	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	252	django/django	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	255	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	256	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	257	matplotlib/matplotlib	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	263	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	264	matplotlib/matplotlib	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	270	matplotlib/matplotlib	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	274	matplotlib/matplotlib	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	278	matplotlib/matplotlib	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	281	matplotlib/matplotlib	0	0	0	0	0	4	7	0.571428571429	0.571428571429
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	282	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	283	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	286	matplotlib/matplotlib	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	288	mwaskom/seaborn	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	289	mwaskom/seaborn	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	298	psf/requests	0	1	0	2	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	299	pydata/xarray	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	300	pydata/xarray	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	313	pydata/xarray	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	315	pydata/xarray	0	0	0	3	0	3	3	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	316	pydata/xarray	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	318	pydata/xarray	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	321	pylint-dev/pylint	0	0	0	10	0	0	10	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	323	pylint-dev/pylint	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	324	pylint-dev/pylint	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	325	pylint-dev/pylint	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	328	pylint-dev/pylint	1	0	1	1	1	0	0	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	330	pylint-dev/pylint	1	0	1	1	1	0	1	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	333	pytest-dev/pytest	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	336	pytest-dev/pytest	0	0	0	2	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	339	pytest-dev/pytest	0	0	0	0	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	342	pytest-dev/pytest	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	345	pytest-dev/pytest	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	349	pytest-dev/pytest	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	351	scikit-learn/scikit-learn	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	352	scikit-learn/scikit-learn	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	358	scikit-learn/scikit-learn	0	0	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	365	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	366	scikit-learn/scikit-learn	0	0	0	3	0	0	3	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	368	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	370	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	372	scikit-learn/scikit-learn	0	1	0	0	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	374	scikit-learn/scikit-learn	0	0	0	2	0	1	2	0.5	0.5
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	375	scikit-learn/scikit-learn	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	378	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	380	scikit-learn/scikit-learn	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	381	scikit-learn/scikit-learn	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	383	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	384	sphinx-doc/sphinx	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	386	sphinx-doc/sphinx	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	391	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	394	sphinx-doc/sphinx	0	0	0	0	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	395	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	397	sphinx-doc/sphinx	1	0	1	1	1	0	0	0	-1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	398	sphinx-doc/sphinx	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	399	sphinx-doc/sphinx	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	400	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	402	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	404	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	406	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	407	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	409	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	410	sphinx-doc/sphinx	0	1	0	2	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	411	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	414	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	415	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	417	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	419	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	420	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	421	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	422	sphinx-doc/sphinx	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	428	sympy/sympy	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	429	sympy/sympy	0	1	0	0	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	430	sympy/sympy	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	431	sympy/sympy	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	432	sympy/sympy	0	0	1	2	0.5	0	2	0	-0.5
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	436	sympy/sympy	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	440	sympy/sympy	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	441	sympy/sympy	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	444	sympy/sympy	0	0	0	0	0	1	2	0.5	0.5
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	445	sympy/sympy	0	1	0	0	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	446	sympy/sympy	1	1	1	1	1	1	1	1	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	447	sympy/sympy	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	454	sympy/sympy	0	0	0	1	0	0	0	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	458	sympy/sympy	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	467	sympy/sympy	0	1	0	1	0	1	1	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	469	sympy/sympy	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	471	sympy/sympy	0	0	0	0	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	473	sympy/sympy	0	1	0	2	0	2	2	1	1
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	477	sympy/sympy	0	0	0	2	0	0	2	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	482	sympy/sympy	0	0	0	1	0	0	1	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	485	sympy/sympy	0	0	0	6	0	3	6	0.5	0.5
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	486	sympy/sympy	0	0	0	0	0	0	3	0	0
Devstral Small 2 24B	SWE-bench Verified	20480	severe pressure	488	sympy/sympy	0	1	0	1	0	1	1	1	1
Nemotron-Cascade 2 30B-A3B	SWE-bench Verified	20480	severe pressure	004	astropy/astropy	0	0	0	0	0	0	0	0	0
Nemotron-Cascade 2 30B-A3B	SWE-bench Verified	20480	severe pressure	006	astropy/astropy	0	0	0	0	0	0	0	0	0
Nemotron-Cascade 2 30B-A3B	SWE-bench Verified	20480	severe pressure	007	astropy/astropy	0	0	0	20	0	0	20	0	0
